,Area,Perimeter,MajorAxisLength,MinorAxisLength,ConvexArea,EquivDiameter,roundness,ShapeFactor1,
[,58780,954.296,394.4980528,190.2770957,59375,273.5708691,0.811097829,0.006711433,]
[,58804,989.481,409.5472497,184.202028,59557,273.6267132,0.754747728,0.006964615,]
[,58811,953.661,381.0500896,197.9058803,59505,273.6429989,0.812606671,0.006479232,]
[,58825,966.962,390.074867,195.8928485,60214,273.6755674,0.790593037,0.006631107,]
[,58842,974.928,405.2936818,185.7100376,59591,273.7151097,0.777950927,0.00688783,]
[,58846,947.248,376.1807897,202.164137,59516,273.724413,0.82413701,0.006392631,]
[,58849,959.596,366.160794,205.5118737,59683,273.7313902,0.803104563,0.006222039,]
[,58869,1011.122,418.2336882,180.1421057,59926,273.7779004,0.723584746,0.007104481,]
[,58887,946.704,384.1179233,195.8522646,59391,273.8197529,0.825659286,0.006522966,]
[,58891,966.204,397.7939189,189.5287619,59522,273.8290526,0.792722401,0.006754749,]
[,58891,966.204,397.7939189,189.5287619,59522,273.8290526,0.792722401,0.006754749,]
[,58917,971.554,378.465832,202.1460556,59903,273.8894928,0.7843621,0.006423712,]
[,58931,957.164,388.3543443,194.0430389,59526,273.922032,0.808315604,0.006589984,]
[,58932,971.423,401.6145429,188.2112432,59631,273.9243561,0.784773411,0.006814881,]
[,58933,947.479,385.2989993,195.5366109,59553,273.9266801,0.82495304,0.006537916,]
[,58959,958.214,381.4574722,200.2629329,59861,273.9870988,0.806928304,0.006469877,]
[,59015,974.721,395.3853543,192.3672108,59932,274.1171861,0.780569594,0.006699743,]
[,59030,973.241,389.9037253,193.9118341,59864,274.1520205,0.783144414,0.006605179,]
[,59088,977.984,406.9518663,188.5342666,60601,274.2866716,0.776328723,0.006887217,]
[,59101,978.715,403.2673235,187.5406983,59723,274.316843,0.775340026,0.006823359,]
[,59104,963.549,395.6698618,191.1831787,59816,274.3238051,0.799979997,0.006694468,]
[,59105,957.363,372.9813606,205.5452404,60667,274.3261258,0.810365247,0.006310487,]
[,59105,957.363,372.9813606,205.5452404,60667,274.3261258,0.810365247,0.006310487,]
[,59157,950.086,383.9193001,197.2966269,59796,274.446774,0.823550374,0.006489837,]
[,59171,954.348,390.5018793,195.2338007,59778,274.4792471,0.816404214,0.006599548,]
[,59172,973.722,371.4188819,203.6719435,60008,274.4815665,0.784252926,0.006276936,]
[,59179,952.913,382.2096414,199.5902141,59861,274.4978015,0.818975637,0.006458535,]
[,59181,956.187,393.7163491,193.4783223,60026,274.5024399,0.813404355,0.006652749,]
[,59181,1000.487,425.0603685,178.3524596,59950,274.5024399,0.742966554,0.007182379,]
[,59184,948.818,390.1119322,194.2130484,59769,274.5093973,0.826129913,0.00659151,]
[,59189,956.133,396.8444772,191.1172439,59771,274.5209927,0.813606203,0.0067047,]
[,59192,959.297,388.0714346,195.5276968,60018,274.5279496,0.808289069,0.006556147,]
[,59205,970.174,386.6354197,200.2093475,60974,274.5580945,0.79044014,0.006530452,]
[,59243,959.007,381.7131161,199.123977,59891,274.6461912,0.809474836,0.006443177,]
[,59257,986.868,397.3570584,191.3701863,60166,274.6786408,0.76459489,0.006705656,]
[,59274,952.086,392.0449958,193.4168731,59822,274.7180387,0.821715997,0.006614114,]
[,59286,967.97,387.025815,195.6104538,59975,274.7458456,0.795130145,0.006528115,]
[,59293,994.097,397.9941755,191.3120362,60254,274.7620649,0.753972945,0.00671233,]
[,59302,949.017,381.9898368,198.7499853,59875,274.782917,0.827429919,0.006441433,]
[,59305,971.655,391.6593617,194.8650675,60395,274.7898674,0.789363416,0.006604154,]
[,59308,997.744,407.3581419,186.3542706,60135,274.7968175,0.748660454,0.006868519,]
[,59311,968.736,393.721344,192.5798469,60039,274.8037675,0.794207954,0.006638252,]
[,59314,973.235,401.5320004,189.1397585,60033,274.8107173,0.786921913,0.006769599,]
[,59349,970.156,389.8542498,195.6747813,60182,274.8917855,0.792392072,0.006568843,]
[,59387,974.796,390.6598505,194.1062687,60180,274.9797753,0.785369035,0.006578205,]
[,59409,972.196,385.843523,197.3182953,60157,275.0307039,0.789867867,0.006494698,]
[,59411,961.532,382.2654478,201.8737626,60199,275.0353334,0.807512478,0.006434254,]
[,59422,967.842,394.7711374,193.7031948,60146,275.0607937,0.797164958,0.006643518,]
[,59435,963.995,390.7240258,194.2842718,59997,275.0908801,0.803715915,0.006573972,]
[,59442,975.979,402.8874444,190.1494603,60289,275.1070792,0.784191862,0.006777825,]
[,59442,975.979,402.8874444,190.1494603,60289,275.1070792,0.784191862,0.006777825,]
[,59464,957.822,387.0748949,197.1104314,60301,275.1579842,0.81450615,0.006509399,]
[,59471,957.54,361.3700973,211.6221386,60328,275.1741793,0.815081911,0.006076409,]
[,59479,961.314,394.7540886,193.2560099,60261,275.1926868,0.808803437,0.006636865,]
[,59490,970.189,404.5972719,188.5002595,60130,275.2181326,0.794220587,0.006801097,]
[,59499,986.818,396.9401298,191.9924422,60449,275.2389501,0.767795222,0.006671375,]
[,59503,973.139,397.2301058,191.5888967,60107,275.2482019,0.789585148,0.0066758,]
[,59526,957.048,388.5707111,196.2954862,60134,275.3013933,0.816674742,0.006527748,]
[,59527,958.355,393.7438418,193.1217328,60192,275.3037057,0.814462389,0.006614542,]
[,59530,972.704,401.623235,189.3273988,60280,275.3106429,0.790650123,0.006746569,]
[,59550,977.952,384.7309616,198.5740434,60413,275.3568864,0.782449922,0.006460637,]
[,59562,962.76,394.8722649,193.6832049,60357,275.3846288,0.807500983,0.0066296,]
[,59563,961.018,390.2450469,195.9734421,60387,275.3869405,0.810444694,0.006551803,]
[,59564,949.712,387.9881268,196.8862562,60153,275.3892522,0.829869623,0.006513802,]
[,59565,1004.123,413.9685868,184.8160323,60486,275.3915639,0.742381567,0.006949863,]
[,59602,1017.207,390.9985976,195.0682914,60599,275.4770832,0.72385573,0.006560159,]
[,59605,1001.665,399.3457097,196.1110647,62307,275.484016,0.746530504,0.006699869,]
[,59605,1001.665,399.3457097,196.1110647,62307,275.484016,0.746530504,0.006699869,]
[,59622,963.272,384.2858517,198.9986156,60247,275.5232987,0.807455377,0.00644537,]
[,59651,1028.745,421.9864556,180.9633151,60407,275.5902975,0.708291643,0.007074256,]
[,59663,973.132,394.5178831,194.0444291,60316,275.6180164,0.791719685,0.006612438,]
[,59664,982.497,410.2849482,185.6243139,60327,275.6203262,0.776711551,0.006876591,]
[,59664,982.497,410.2849482,185.6243139,60327,275.6203262,0.776711551,0.006876591,]
[,59680,951.625,389.022583,196.4443315,60281,275.65728,0.828146161,0.006518475,]
[,59685,1139.285,406.7940569,188.0208781,61010,275.6688271,0.577843594,0.006815683,]
[,59689,980.742,403.7511031,189.5895799,60517,275.6780644,0.779820448,0.006764246,]
[,59704,975.007,409.6351169,186.1792176,60312,275.7127015,0.789219533,0.0068611,]
[,59718,1001.425,379.2394576,202.104719,60836,275.7450256,0.748304333,0.006350505,]
[,59720,966.881,400.7188567,191.6435189,60505,275.749643,0.802756094,0.006709961,]
[,59763,997.957,381.6747707,199.993621,60551,275.8488987,0.754082039,0.006386473,]
[,59775,958.63,395.4463458,192.9383047,60415,275.8765916,0.817386418,0.006615581,]
[,59795,962.167,394.7710452,193.9973087,60463,275.9227402,0.811659393,0.006602075,]
[,59822,957.494,383.0917604,203.7207999,61541,275.9850287,0.819971335,0.006403861,]
[,59884,990.679,409.5123861,188.9651507,60928,276.1280082,0.766751707,0.006838427,]
[,59897,958.442,373.2062088,207.7961113,60787,276.1579784,0.819376042,0.0062308,]
[,59911,973.464,400.6249981,190.8467858,60520,276.1902503,0.794468426,0.006687002,]
[,59921,997.748,392.7859811,195.3597571,60874,276.2132994,0.756392449,0.006555064,]
[,59921,984.477,389.4781891,198.9683629,61068,276.2132994,0.776922623,0.006499861,]
[,59930,973.199,396.55265,193.5951033,60675,276.2340419,0.795153241,0.006616931,]
[,59944,997.437,401.0324375,191.9145798,60967,276.266305,0.757154721,0.006690118,]
[,59959,976.082,401.9377152,193.0369915,61334,276.3008684,0.790845481,0.006703543,]
[,59965,967.751,403.7273914,190.3505311,60695,276.3146925,0.804600771,0.006732717,]
[,59965,994.266,389.0885291,197.9672752,60910,276.3146925,0.762258937,0.006488594,]
[,59986,985.188,403.0374108,189.9760985,60707,276.3630716,0.776643194,0.006718858,]
[,59990,977.492,410.8334138,187.5203893,60602,276.3722857,0.788973293,0.006848365,]
[,59998,985.424,406.9469798,188.5911563,60719,276.390713,0.776426531,0.006782676,]
[,60003,987.126,402.5584193,190.7047221,60734,276.4022294,0.773815896,0.006708972,]
[,60019,969.914,385.9084922,201.9058367,61528,276.4390787,0.801737436,0.006429772,]
[,60037,957.698,371.1089976,208.8762781,61069,276.4805283,0.822567764,0.006181338,]
[,60049,941.57,361.8765627,218.028992,61976,276.508158,0.851158456,0.006026355,]
[,60061,976.479,391.6625718,195.9880485,60896,276.5357848,0.791546818,0.00652108,]
[,60086,972.189,406.3188207,189.3601883,60884,276.593332,0.798880373,0.006762288,]
[,60090,979.426,375.6817187,207.4573168,61492,276.6025384,0.787170501,0.006251984,]
[,60108,1028.464,416.7736375,184.519177,61050,276.6439635,0.71410809,0.006933747,]
[,60121,964.754,399.8937836,192.6743433,60593,276.6738778,0.811713715,0.006651483,]
[,60134,984.152,385.5043376,199.9895086,61079,276.7037889,0.780199376,0.006410755,]
[,60134,984.152,385.5043376,199.9895086,61079,276.7037889,0.780199376,0.006410755,]
[,60147,957.495,384.5000616,200.8289821,60778,276.7336967,0.82442434,0.006392672,]
[,60153,946.769,373.5285522,206.3888199,60790,276.7474992,0.843294168,0.006209641,]
[,60166,978.007,404.4412154,189.6852838,60719,276.7774023,0.790454865,0.006722089,]
[,60171,1004.014,415.6779639,184.8593499,60961,276.7889027,0.75009722,0.006908277,]
[,60178,974.122,390.9521962,197.9370167,60876,276.8050023,0.796931348,0.006496597,]
[,60182,984.867,413.149554,186.3514503,60972,276.8142017,0.779688824,0.006865002,]
[,60211,999.348,403.1209024,191.7422495,61166,276.8808882,0.757621357,0.006695137,]
[,60239,966.28,394.1802448,195.9888345,60865,276.9452598,0.810740067,0.006543605,]
[,60251,966.081,380.4323035,208.2136078,62727,276.9728431,0.811235676,0.006314124,]
[,60254,1003.745,389.9516727,198.5205475,61057,276.9797385,0.751534561,0.006471797,]
[,60264,979.689,399.6652288,192.44989,60857,277.0027219,0.789026074,0.006631907,]
[,60313,961.548,393.568196,196.0881205,60983,277.1153129,0.819745153,0.006525429,]
[,60319,950.938,375.0190633,207.5363321,60953,277.1290964,0.838223037,0.006217263,]
[,60350,965.925,390.3405338,197.8809108,61036,277.2003004,0.812831125,0.006467946,]
[,60358,982.422,412.4441908,188.8880768,61208,277.2186726,0.785866084,0.006833298,]
[,60361,982.77,396.3877905,194.8600329,61211,277.2255619,0.785348663,0.006566952,]
[,60372,968.735,356.622919,222.3457294,62664,277.2508211,0.808417015,0.005907091,]
[,60395,979.824,406.3082942,190.3443811,61054,277.3036284,0.790523352,0.006727515,]
[,60398,998.835,411.9341501,189.101314,61168,277.3105155,0.760755179,0.006820328,]
[,60413,977.491,390.7232106,199.2938491,61469,277.3449488,0.794538108,0.006467535,]
[,60414,1028.367,390.3221834,197.8387131,61241,277.3472442,0.717878905,0.00646079,]
[,60434,1008.876,412.880089,187.9868266,61231,277.3931482,0.746131925,0.006831917,]
[,60453,978.679,404.6433039,190.7810868,61185,277.4367499,0.793135123,0.006693519,]
[,60459,986.59,415.3971136,187.4495707,61167,277.4505175,0.780544028,0.006870724,]
[,60489,978.422,403.2256657,192.6118636,61345,277.519345,0.794024403,0.006666099,]
[,60497,993.986,407.9292816,190.7162697,61518,277.5376961,0.769454897,0.006742967,]
[,60516,970.091,391.9072583,199.3084753,61355,277.5812751,0.808081431,0.006476093,]
[,60516,970.091,391.9072583,199.3084753,61355,277.5812751,0.808081431,0.006476093,]
[,41706,768.988,287.3243852,185.9565231,42248,230.4381228,0.886276589,0.006889282,]
[,41708,775.92,292.9688048,181.9132398,42212,230.4436481,0.87055324,0.007024283,]
[,41711,766.51,290.5573503,183.4972522,42124,230.4519357,0.892123164,0.006965965,]
[,41713,764.602,282.482488,189.163234,42252,230.4574606,0.896624146,0.006772049,]
[,41714,773.739,298.3660876,179.4157938,42130,230.460223,0.875593896,0.007152661,]
[,41714,760.11,284.0140143,187.5961316,42187,230.460223,0.907274717,0.006808602,]
[,41724,769.477,282.9024233,189.4299351,42394,230.4878452,0.88553252,0.006780328,]
[,41727,782.663,293.4233837,181.997894,42312,230.4961312,0.856007203,0.007031979,]
[,41727,772.243,301.8850033,176.6665111,42169,230.4961312,0.879263541,0.007234764,]
[,41736,766.428,288.5131396,184.7981953,42241,230.5209874,0.892848889,0.006912812,]
[,41739,751.568,271.1479575,197.1234861,42121,230.5292722,0.928571484,0.006496273,]
[,41741,756.956,281.0310209,189.7241324,42253,230.5347953,0.915443282,0.006732733,]
[,41749,769.125,278.6544177,191.3455647,42266,230.5568862,0.886874331,0.006674517,]
[,41759,773.648,286.0510065,186.4874245,42367,230.5844968,0.876744681,0.006850044,]
[,41761,761.423,286.0089482,186.2643563,42214,230.5900185,0.905167123,0.006848709,]
[,41768,775.542,293.6663322,181.9615362,42331,230.6093435,0.872655639,0.007030893,]
[,41774,760.786,285.190676,186.9698586,42202,230.6259065,0.906965782,0.00682699,]
[,41776,763.46,281.2932672,189.615995,42174,230.6314272,0.900666776,0.00673337,]
[,41781,775.884,282.8440698,188.3317414,42279,230.6452285,0.872157866,0.006769682,]
[,41782,758.921,279.547511,191.1905228,42259,230.6479886,0.911603425,0.006690621,]
[,41784,767.352,295.0353632,181.4754548,42256,230.6535088,0.891724334,0.007060965,]
[,41791,769.719,288.9186655,184.5118613,42233,230.6728285,0.886396869,0.006913418,]
[,41818,780.604,307.2995489,174.2504505,42245,230.7473321,0.862405619,0.007348499,]
[,41821,761.815,284.7684688,187.9589884,42275,230.7556088,0.905534994,0.006809222,]
[,41822,764.967,288.5353028,184.973111,42230,230.7583676,0.898109439,0.006899127,]
[,41824,776.757,293.3454117,182.6543846,42377,230.7638852,0.871094112,0.007013806,]
[,41829,763.022,279.4653276,191.2794395,42283,230.7776785,0.90284506,0.006681138,]
[,41831,765.458,284.6439957,187.7042585,42315,230.7831957,0.897150654,0.006804618,]
[,41838,793.242,301.2973987,182.0390145,42690,230.8025045,0.835544102,0.007201525,]
[,41845,779.103,294.7959058,181.7622974,42528,230.8218117,0.866290762,0.007044949,]
[,41847,763.857,286.1000097,187.6363842,42322,230.8273277,0.901259939,0.006836811,]
[,41848,762.055,282.0538291,189.5305635,42261,230.8300857,0.905548962,0.00673996,]
[,41851,775.402,283.086227,190.1253355,42604,230.8383594,0.874705525,0.006764145,]
[,41854,764.973,289.0148725,185.5032852,42437,230.8466329,0.898782526,0.006905311,]
[,41861,773.212,290.9107511,183.8934817,42423,230.8659364,0.879877661,0.006949446,]
[,41867,763.931,281.9307647,189.5290707,42267,230.882481,0.901516,0.006733961,]
[,41885,761.417,275.5852317,193.8251485,42351,230.9321076,0.907869123,0.006579569,]
[,41889,771.13,283.532964,188.6554447,42520,230.9431343,0.885227013,0.006768673,]
[,41900,765.816,283.7377751,188.4504276,42419,230.973455,0.897790521,0.006771785,]
[,41908,781.763,293.4159602,182.5739367,42480,230.9955039,0.861700957,0.007001431,]
[,41912,773.023,284.6662487,188.0211612,42456,231.0065276,0.88138046,0.006791999,]
[,41915,803.1,305.6487655,175.2261643,42534,231.014795,0.81665774,0.007292109,]
[,41915,773.699,289.5639307,185.1824735,42450,231.014795,0.879903942,0.006908361,]
[,41928,774.592,295.1548321,181.783815,42445,231.050617,0.878148565,0.007039564,]
[,41936,782.3,283.0023939,189.4005478,42603,231.0726586,0.861093294,0.006748436,]
[,41943,754.232,277.8627259,192.819817,42276,231.0919432,0.926529914,0.00662477,]
[,41943,760.064,276.5469405,193.2997925,42362,231.0919432,0.912365866,0.006593399,]
[,41944,776.608,283.7794886,189.0303216,42439,231.094698,0.873928674,0.006765675,]
[,41944,762.595,287.6225867,186.0092921,42351,231.094698,0.906341366,0.0068573,]
[,41945,779.596,305.9030809,175.3677635,42389,231.0974528,0.86726308,0.007292957,]
[,41949,774.378,296.4984314,180.7257045,42497,231.1084716,0.879074058,0.007068069,]
[,41955,765.642,292.8365735,183.204409,42360,231.1249989,0.899377651,0.006979778,]
[,41957,767.143,287.962974,186.1666946,42310,231.1305077,0.895904336,0.006863288,]
[,41967,793.339,314.8587054,170.7036929,42402,231.1580498,0.837915415,0.007502531,]
[,41971,776.919,284.1330705,189.8432571,42834,231.1690657,0.873791259,0.006769747,]
[,41973,777.916,305.7267058,175.5005706,42458,231.1745735,0.871594472,0.00728389,]
[,41974,780.738,287.8867489,186.9834501,42558,231.1773273,0.865325669,0.006858692,]
[,41976,776.646,290.0912895,185.3604519,42510,231.1828349,0.87450983,0.006910885,]
[,41982,766.608,284.0844061,189.2769573,42506,231.1993568,0.897689808,0.006766814,]
[,41986,776.212,293.9542722,183.228814,42584,231.2103707,0.875696594,0.007001245,]
[,41993,759.674,284.925087,187.9266446,42368,231.2296439,0.914391626,0.006785061,]
[,41995,781.314,302.5165591,177.1723573,42526,231.2351502,0.864482561,0.007203633,]
[,42001,768.513,285.1778583,188.8218465,42528,231.2516684,0.893649173,0.006789787,]
[,42001,767.935,282.0922743,190.6128594,42496,231.2516684,0.894994922,0.006716323,]
[,42021,757.871,283.8435553,189.6580816,42517,231.3067204,0.919360137,0.006754802,]
[,42026,775.61,282.6605008,190.1728942,42503,231.3204814,0.877892059,0.006725848,]
[,42033,781.968,292.6835232,184.3782563,43083,231.3397454,0.86381808,0.006963184,]
[,42037,772.972,290.2907318,184.9638009,42536,231.3507526,0.884125779,0.006905601,]
[,42039,774.13,284.2984726,189.1280152,42569,231.3562561,0.881524617,0.006762732,]
[,42040,765.575,278.4441063,193.2416194,42520,231.3590077,0.901357518,0.006623314,]
[,42041,776.552,287.8691487,186.3729721,42536,231.3617594,0.876076068,0.006847343,]
[,42043,800.405,307.21871,177.7202562,43251,231.3672625,0.824677178,0.00730725,]
[,42044,777.85,294.5178513,182.9759506,42486,231.3700141,0.873216995,0.007004991,]
[,42049,766.958,278.7738539,192.5343996,42511,231.3837713,0.898302012,0.006629738,]
[,42057,767.125,281.489008,190.672808,42444,231.4057811,0.898081772,0.006693036,]
[,42058,789.819,280.6121809,191.6463864,42822,231.4085322,0.847233904,0.006672029,]
[,42060,765.942,273.2295066,198.5576346,42823,231.4140343,0.900922355,0.006496184,]
[,42061,758.676,284.1890347,188.7481953,42460,231.4167852,0.918283469,0.006756592,]
[,42062,756.391,275.742659,194.4406527,42474,231.4195362,0.923861944,0.006555624,]
[,42065,761.073,279.4033065,192.1554856,42566,231.4277888,0.912595088,0.00664218,]
[,42070,767.21,283.8013457,189.15212,42564,231.4415426,0.898160324,0.006745932,]
[,42079,783.081,292.2248838,184.8763207,42926,231.4662973,0.862306979,0.006944673,]
[,42080,771.343,296.381604,181.4648433,42469,231.4690477,0.888772298,0.007043289,]
[,42088,762.964,289.7585712,185.6222941,42432,231.4910494,0.908573487,0.006884589,]
[,42090,774.855,283.443312,190.5824323,42839,231.4965495,0.880943205,0.00673422,]
[,42095,780.972,299.4611593,179.3983854,42586,231.5102992,0.867300209,0.007113937,]
[,42096,764.009,289.85428,185.812754,42462,231.513049,0.906261949,0.006885554,]
[,42106,764.759,284.080714,189.3102011,42514,231.5405456,0.904700139,0.006746799,]
[,42111,770.714,281.0600854,191.3260234,42682,231.5542927,0.890879412,0.006674268,]
[,42116,766.156,291.4779223,184.2718623,42500,231.568039,0.901617987,0.006920836,]
[,42119,770.656,296.3273789,181.4379924,42501,231.5762863,0.891182783,0.00703548,]
[,42122,771.243,287.8738128,187.2325252,42610,231.5845334,0.889890104,0.006834286,]
[,42135,883.82,302.1162231,178.1516905,42931,231.6202673,0.677836908,0.007170196,]
[,42136,766.373,284.2758006,190.479229,42693,231.6230158,0.901535386,0.006746625,]
[,42140,779.769,289.6573573,187.096078,42663,231.6340096,0.870908369,0.006873691,]
[,42145,771.568,287.1095607,187.9172949,42675,231.6477512,0.889626083,0.006812423,]
[,42146,761.926,284.2125341,189.5463045,42744,231.6504994,0.912306228,0.006743523,]
[,42160,766.993,278.6374807,193.004773,42738,231.6889708,0.900591131,0.006609048,]
[,42164,784.8,296.8464935,181.6844468,42724,231.6999615,0.860267825,0.007040283,]
[,42181,773.08,295.7713326,182.1958652,42596,231.7466661,0.886906544,0.007011956,]
[,42184,769.735,289.7952036,186.084112,42680,231.7549071,0.894695295,0.00686979,]
[,42188,765.844,285.1425745,189.149037,42731,231.7658946,0.903895393,0.006758855,]
[,42188,767.213,287.254415,187.9829307,42514,231.7658946,0.900672484,0.006808913,]
[,42190,768.648,282.1692259,191.264544,42592,231.7713882,0.897355205,0.006688059,]
[,42196,786.561,299.6811149,179.7147384,42648,231.7878682,0.857070071,0.007102121,]
[,42205,762.295,284.0426015,189.9168647,42702,231.8125859,0.912699108,0.00673007,]
[,42206,779.537,292.5017334,184.2382059,42781,231.8153322,0.872791668,0.006930335,]
[,42212,766.746,289.6763496,186.7506882,42783,231.831809,0.90228296,0.006862417,]
[,42215,767.14,282.8846158,190.5816345,42674,231.840047,0.901420439,0.006701045,]
[,42217,768.191,287.8539186,188.0462679,43040,231.8455388,0.89899816,0.006818436,]
[,42219,769.884,288.7779838,187.1060851,42680,231.8510305,0.895091057,0.006840001,]
[,42234,775.133,288.6467335,186.5372819,42719,231.892214,0.883323178,0.006834464,]
[,42236,770.841,290.0046088,186.1102611,42820,231.8977046,0.893229449,0.00686629,]
[,42238,765.308,283.3113131,190.644562,42778,231.9031951,0.906234734,0.006707498,]
[,42242,772.923,290.6901359,185.8034161,42734,231.9141756,0.888550007,0.006881543,]
[,42246,775.612,286.0523306,188.5613363,42726,231.9251556,0.882483145,0.00677111,]
[,42247,773.978,290.39389,185.9658951,42686,231.9279005,0.886234202,0.006873716,]
[,42248,781.863,294.7929663,182.919068,42761,231.9306454,0.868469749,0.006977679,]
[,42251,790.637,295.4422462,182.7716596,42813,231.9388799,0.849361531,0.00699255,]
[,42257,772.737,285.2306727,189.547831,42749,231.9553479,0.889293484,0.006749904,]
[,42258,775.619,300.0936965,180.4578791,42702,231.9580925,0.882717881,0.007101465,]
[,42259,797.038,302.5359773,179.271758,42834,231.960837,0.835932143,0.00715909,]
[,42263,770.713,286.8277958,189.5660572,42902,231.9718148,0.894097369,0.006786735,]
[,42269,776.825,283.9212175,189.8355744,42786,231.9882806,0.880208281,0.006717008,]
[,42273,747.197,263.3474917,204.5506204,42638,231.9992571,0.95148664,0.006229685,]
[,42281,773.575,298.8940676,181.0396281,42703,232.0212085,0.8878718,0.007069229,]
[,42282,775.793,290.4068702,186.0888605,42728,232.0239523,0.882823068,0.006868333,]
[,42287,760.138,281.7533756,191.7230217,42736,232.0376707,0.919669645,0.006662884,]
[,42289,777.408,295.2316555,182.9460853,42739,232.0431579,0.879304445,0.006981287,]
[,42290,773.065,282.3927409,191.0840509,42768,232.0459014,0.889232908,0.00667753,]
[,42293,775.769,290.6994621,185.7932768,42758,232.0541318,0.88310738,0.006873465,]
[,42297,791.941,316.1185256,171.1496864,42751,232.0651051,0.847488422,0.007473781,]
[,42309,760.08,274.9859954,196.8993123,42731,232.0980222,0.920288541,0.006499468,]
[,42311,772.834,289.7912793,186.665338,42883,232.1035079,0.890206403,0.006849077,]
[,42316,770.012,293.4460478,184.402955,42757,232.1172216,0.896849325,0.006934636,]
[,42329,778.504,298.9254323,180.931875,42765,232.1528735,0.877659738,0.007061954,]
[,42334,781.93,290.8127545,185.6955519,42863,232.1665843,0.870088478,0.006869484,]
[,42334,775.299,290.009603,187.077791,42994,232.1665843,0.885035563,0.006850513,]
[,42343,777.505,287.2648556,188.7754963,42866,232.1912618,0.880207586,0.006784235,]
[,42348,775.415,288.4833711,187.6296384,42959,232.2049703,0.885063381,0.006812208,]
[,42354,785.09,296.6979584,182.7057313,42940,232.2214195,0.86350609,0.007005193,]
[,42354,767.735,286.4320226,189.3972708,42806,232.2214195,0.902987246,0.006762809,]
[,42370,767.68,291.2183681,185.8198785,42854,232.2652783,0.903457808,0.006873221,]
[,42394,770.819,291.9273219,185.6094042,42735,232.331051,0.896622096,0.006886053,]
[,42402,775.087,288.0599354,188.653289,42920,232.3529711,0.886942162,0.006793546,]
[,42406,773.906,291.3163606,185.6808184,42948,232.3639304,0.889735145,0.006869697,]
[,42411,775.906,289.1281694,187.9553781,42962,232.3776287,0.885258604,0.006817292,]
[,42412,762.522,279.0436429,194.1209661,42819,232.3803683,0.916629563,0.006579356,]
[,42414,768.017,289.0165233,187.3363113,42814,232.3858474,0.903602512,0.006814177,]
[,42415,784.924,295.5216002,183.4763231,42928,232.3885868,0.865115551,0.006967384,]
[,42418,780.397,288.3388968,188.1794772,42956,232.3968051,0.87524345,0.00679756,]
[,42419,780.557,302.7231965,178.9555491,42909,232.3995444,0.874905294,0.0071365,]
[,42420,775.479,279.8956629,193.8871989,42942,232.4022837,0.886421834,0.0065982,]
[,42421,786.412,302.6513978,179.1325303,42926,232.405023,0.861966728,0.007134471,]
[,42424,764.122,283.9210072,190.6191729,42872,232.4132407,0.913053174,0.006692462,]
[,42428,774.635,284.8893188,190.1533835,42844,232.4241971,0.888522015,0.006714654,]
[,42429,762.767,283.3449663,191.3369869,42860,232.4269361,0.916407994,0.006678097,]
[,42429,779.817,285.3447964,190.7662919,43035,232.4269361,0.876773193,0.00672523,]
[,42431,778.43,297.233562,182.626619,43023,232.4324141,0.879941907,0.007005104,]
[,42432,776.089,290.0717123,187.1721732,42908,232.435153,0.885279302,0.006836155,]
[,42435,783.888,301.4629752,180.7265336,42968,232.4433696,0.867812773,0.007104112,]
[,42436,761.749,280.4273573,193.3043486,42920,232.4461084,0.919010597,0.006608242,]
[,42438,762.303,287.5245902,188.8720731,42893,232.4515859,0.917718559,0.006775168,]
[,42438,782.142,297.9735621,182.2210678,43022,232.4515859,0.871753214,0.007021386,]
[,42440,775.99,296.2352492,183.021438,42863,232.4570633,0.885672153,0.006980095,]
[,42447,770.203,289.5305183,187.1340598,42916,232.4762331,0.899179617,0.006820989,]
[,42454,764.421,285.0157506,190.0534166,42869,232.4954013,0.912984198,0.006713519,]
[,42457,771.244,281.6350583,193.7487083,42896,232.5036158,0.896965153,0.006633419,]
[,42458,787.486,292.7073323,185.6122229,43109,232.5063539,0.860366939,0.006894044,]
[,42463,796.355,308.3238598,175.9624395,43014,232.5200438,0.841408927,0.007261,]
[,42464,790.375,301.7244665,179.8434926,42978,232.5227817,0.854209458,0.007105418,]
[,42472,764.912,287.4163471,188.7435424,42930,232.5446838,0.912199076,0.006767196,]
[,42476,775.825,298.4518582,181.8538174,42879,232.555634,0.886800514,0.007026364,]
[,42479,777.852,285.2182719,190.6807864,43076,232.5638463,0.882247026,0.006714336,]
[,42483,759.66,273.926306,197.9284273,42954,232.5747957,0.925095404,0.006447904,]
[,42487,769.384,286.1838545,190.232686,43070,232.5857445,0.901944116,0.006735798,]
[,42490,771.623,296.8766722,183.8915802,43065,232.5939558,0.896780728,0.006986977,]
[,42495,767.735,283.2023914,191.8966183,42943,232.6076406,0.905993366,0.00666437,]
[,42504,784.858,307.9478154,176.2837941,42894,232.6322712,0.867076644,0.007245149,]
[,42505,769.399,282.2864284,192.9870768,43036,232.6350078,0.90229105,0.006641252,]
[,42510,779.552,288.2366105,188.6150841,43051,232.6486902,0.879044354,0.006780442,]
[,42515,803.074,312.7763644,174.0957739,43105,232.6623718,0.828401576,0.007356847,]
[,42520,787.42,313.1561139,173.4972612,42846,232.6760526,0.861767749,0.007364913,]
